contractNo,desc,vendorID,vendorName,agency,beginDate,endDate,totalContractAmt,amtSpent,amtRemaining
P519177:0,2012 Model Cars and Trucks,00014690,COWLES PARKWAY FORD,City-Wide,01/18/2012,01/17/2013,$600000.00,$0.00,$600000.00
P519192:0,NALOXONE-NEEDLE EXCHANGE,00011903,Point Defiance AIDS Projects/NASEN,HEALTH,01/23/2012,01/22/2013,$15980.00,$15980.00,$0.00
P519195:0,EMT/ EMA UNIFORMS - FHS,00000502,"F & F and A.Jacobs & Sons, Inc.",HEALTH,01/25/2012,01/24/2013,$7500.00,$0.00,$7500.00
P519196:0,"Chlorinator parts, accessories and service",00003191,"Environmental Sevice & Equipment Company, Inc.",PUBLIC WORKS,01/25/2012,01/24/2014,$50000.00,$11374.00,$38626.00
P519207:0,COLLECTION KITS-BDC LAB,00000553,Gen-Probe Sales & Service,HEALTH,02/17/2012,02/16/2013,$283000.00,$282875.00,$125.00
P519212:0,Mail Meter Lease for Municipal Mailroom,00026466,"MailFinance, Inc.",COMPTROLLER,06/01/2012,05/31/2017,$181980.00,$0.00,$181980.00
P519214:0,"Lead Abatement-MAC-PAR Services, LLC",00000676,"MAC-PAR SERVICES, LLC -General Environmental Contractors",HOUSING & COMMUNITY DEVELOPMENT,12/15/2011,02/14/2014,$300000.00,$88053.50,$211946.50
P519215:0,Lead Abatement-Goel Services ,00003290,Goel Services,HOUSING & COMMUNITY DEVELOPMENT,12/15/2011,02/14/2014,$300000.00,$0.00,$300000.00
P519216:0,"Lead Abatement-Coalition to End Childhood Lead Poisoning, Inc. ",00005961,"Coalition to End Childhood Lead Poisoning, Inc.",HOUSING & COMMUNITY DEVELOPMENT,12/15/2011,12/14/2014,$300000.00,$32060.00,$267940.00
P519217:0,Lead Abatement-U.K . construction ,00007960,u.k construction and management llc,HOUSING & COMMUNITY DEVELOPMENT,12/15/2011,12/14/2014,$300000.00,$36493.00,$263507.00
P519218:0,Lead Abatement-Hawkeye,00009755,"Hawkeye Construction, LLC",HOUSING & COMMUNITY DEVELOPMENT,12/15/2011,12/14/2014,$300000.00,$0.00,$300000.00
P519219:0,Lead Abatement-Colossal Contractors,00016301,Colossal Contractors,HOUSING & COMMUNITY DEVELOPMENT,12/14/2011,12/14/2014,$300000.00,$0.00,$300000.00
P519221:0,MAGNADRIVE and Parts,00001100,"DAS Solutions, LLC",City-Wide,01/11/2012,01/10/2015,$150000.00,$7795.00,$142205.00
P519242:0,Maintain Frick Chiller at LOX plant,00006626,Johnson Controls Inc.,PUBLIC WORKS,02/01/2012,01/31/2013,$24900.00,$17900.00,$7000.00
P519263:0,PAP SMEARS-DSTD/ESTD,00000039,Onco Diagnostic Services Inc.,HEALTH,01/01/2012,12/31/2012,$26000.00,$5151.00,$20849.00
P519266:0,Weatherization/Lead Abatement  Combo-Goel Services,00003290,Goel Services,HOUSING & COMMUNITY DEVELOPMENT,12/15/2011,12/14/2012,$400000.00,$0.00,$400000.00
P519267:0,"Weatherization/Lead Abatement Combo-Coalition to End Childhood Lead Poisoning, Inc.",00005961,"Coalition to End Childhood Lead Poisoning, Inc.",HOUSING & COMMUNITY DEVELOPMENT,12/15/2011,12/14/2012,$600000.00,$0.00,$600000.00
P519268:0,Weatherization/Lead Abatement combo-Hawkeye ,00009755,"Hawkeye Construction, LLC",HOUSING & COMMUNITY DEVELOPMENT,12/15/2011,12/14/2012,$500000.00,$0.00,$500000.00
P519274:0,Hearing Officer,00013659,Alan B. Jacobson,COMM. RELATIONS,01/11/2012,01/10/2013,$5000.00,$2238.00,$2762.00
P519276:0,O.E.M. Parts and Service-Hustler Lawn Equipment ,00000623,MID ATLANTIC TURF EQUIPMENT LLC,GENERAL SERVICES,02/01/2012,01/31/2013,$4999.00,$584.68,$4414.32
P519282:0,Parts and Repairs to Drive Shaft,00003251,A-1 Drive Shaft East,GENERAL SERVICES,02/01/2012,01/31/2013,$4999.00,$510.00,$4489.00
P519285:0,Gatorade/Water for BCFD,00002231,vend central inc,FIRE,02/02/2012,02/01/2013,$15000.00,$3094.20,$11905.80
P519331:0,RENOLD/CARTER DRIVE PARTS,00004256,Renold Inc,PUBLIC WORKS,02/01/2012,01/01/2015,$200000.00,$95047.00,$104953.00
P519332:0,POLYMER  PWWTP,00024285,"USALCO, LLC",PUBLIC WORKS,02/01/2012,01/31/2013,$232600.00,$49905.60,$182694.40
P519341:0,Vehicle Leasing - ACME,00002238,"Acme Auto Leasing, LLC",City-Wide,01/25/2012,01/24/2015,$186009.00,$75588.00,$110421.00
P519345:0,Vehicle Leasing - HRAL,00000585,"HRAL, LLC (dba) Allstate Auto Rentals",City-Wide,01/25/2012,01/24/2015,$186009.00,$0.00,$186009.00
P519357:0,Programmable Logic  Controllers PLC Replacement Parts,00005141,Commonwealth Controls Corp.,PUBLIC WORKS,02/14/2012,01/20/2014,$65000.00,$27002.53,$37997.47
P519376:0,"Plumbing , Heating & HVAC Systems Repair Services-R F Warder",00000472,"R.F.Warder,inc",City-Wide,01/25/2012,01/14/2013,$400000.00,$210358.34,$189641.66
P519377:0,"Plumbing , Heating & HVAC Systems Repair Services- G E Tignall",00001878,G. E. Tignall & Co. Inc.,City-Wide,01/25/2012,01/24/2013,$500000.00,$0.00,$500000.00
P519378:0,"Plumbing , Heating & HVAC Systems Repair Services- J F Fischer",00002656,"J.F. Fischer, Inc.",City-Wide,01/25/2012,01/24/2013,$400000.00,$4600.00,$395400.00
P519393:0,EZ-IO Supplies,00025336,Vidacare Corporation,FIRE,02/16/2012,02/15/2013,$25000.00,$20074.32,$4925.68
P519394:0,Laundry and Dry Cleaning; BCPD,00002717,Odonnell Cleaners,POLICE,02/16/2012,02/15/2013,$8000.00,$276.10,$7723.90
P519397:0,Fire Helmet Repairs,00000419,Maryland Fire Equipment Corp.,FIRE,02/17/2012,02/16/2013,$20000.00,$898.00,$19102.00
P519405:0,200 Mbps Fast Ethernet Internet Connection,00004496,Litecast,MAYOR'S OFFICE OF INFORMATION TECHNOLOGY,02/08/2012,02/07/2017,$171000.00,$34200.00,$136800.00
P519417:0,Antifoam Defoamer,00000335,Kemira Water Solutions,PUBLIC WORKS,03/01/2012,02/28/2014,$16000.00,$0.00,$16000.00
P519420:0,Detector Checks,00000475,"Hersey Meters Company, LLC dba Mueller Systems, LLC",PUBLIC WORKS,02/15/2012,02/14/2014,$85000.00,$80816.00,$4184.00
P519427:0,Internet Services,00005038,Comcast Business Services,PUBLIC WORKS,02/21/2012,02/21/2015,$4971.00,$0.00,$4971.00
P519452:0,OEM Parts and Service For Volvo Asphalt Compactor/Paver,00017617,"McClung-Logan Equipment Company, Inc.",GENERAL SERVICES,02/22/2012,02/21/2015,$24500.00,$2258.57,$22241.43
P519462:0,Nuva Rings & Contraceptives,00003887,R&S Northeast LLC,HEALTH,03/01/2012,02/28/2013,$24128.00,$24127.50,$0.50
P519471:0,Drawbridge Operations,00001762,Cianbro Corporation,TRANSPORTATION,02/01/2012,01/31/2017,$2447640.00,$31647.61,$2415992.39
P519478:0,FOAM CORE-GRAPHICS,00003460,MARTIN SUPPLY INC.,STATE'S ATTORNEY,02/27/2012,02/26/2013,$4986.80,$2028.00,$2958.80
P519485:0,Life and safety systems for Convention Center,00004473,Honeywell International,CONVENTION COMPLEX,03/01/2012,02/28/2015,$2250000.00,$34886.19,$2215113.81
P519487:0,Aluminum Street  Light Poles- Valmont Ind,00004784,Valmont Industries,TRANSPORTATION,12/15/2011,12/14/2014,$500000.00,$0.00,$500000.00
P519488:0,Aluminum Street  Light Poles P & K Tubular,00010997,P&K TUBULAR,TRANSPORTATION,12/15/2011,12/14/2014,$2000000.00,$0.00,$2000000.00
P519531:0,MRO and Janitorial Supplies,00003241,W. W. Grainger,City-Wide,03/05/2012,02/28/2014,$1500000.00,$295920.37,$1204079.63
P519541:0,OEM Parts and Service for Cushman Electric Products,00000771,Werres Corporation,GENERAL SERVICES,03/06/2012,03/05/2013,$4999.00,$0.00,$4999.00
P519598:0,Clear Lead Evaluation S/W License ,00001554,West Publishing Corporation ,POLICE,11/26/2011,04/30/2012,$40000.00,$40000.00,$0.00
P519601:0,X-RAY TECHNICIAN SERVICES-TB,00025439,Alliant Staffing LLC,HEALTH,03/07/2012,05/24/2012,$21168.00,$21000.00,$168.00
P519602:0,SCBA Equipment & Supplies,00000774,"Draeger Safety, Inc.",FIRE,02/29/2012,02/28/2014,$3250000.00,$1503664.85,$1746335.15
P519620:0,Tempest Ventmaster Saw Repair,00002111,MES/MARYLAND,FIRE,03/13/2012,03/12/2013,$20000.00,$1659.00,$18341.00
P519665:0,JANITORIAL SERVICES - 1135 N. GILMOR STREET,00007129,Delta Omega Commercial Cleaning LLC,HOUSING & COMMUNITY DEVELOPMENT,04/01/2012,03/31/2013,$12000.00,$0.00,$12000.00
P519672:0,Automotive Window Tinting,00010474,"SunStoppers, LLC ",GENERAL SERVICES,03/08/2012,03/07/2013,$15000.00,$255.00,$14745.00
P519681:0,Weekly Mat Services,00002381,Chesapeake Uniform,TRANSPORTATION,03/15/2012,03/14/2013,$5141.76,$2900.80,$2240.96
P519695:0,Fire Station Alerting (FSA) System Maintenance and Repairs Agreement,00000619,Brown's communications inc.,FIRE,03/07/2012,03/06/2015,$150000.00,$0.00,$150000.00
P519724:0,MOWING WETLANDS - DPW,00013519,Sparks Quality Fence Company,City-Wide,03/19/2012,03/18/2013,$4140.00,,$4140.00
P519725:0,Body Armor,00019943,"Point Blank Body Armor, Inc.",POLICE,02/15/2012,08/14/2012,$331400.00,$43901.48,$287498.52
P519729:0,Dive Equipment,00022399,"American Diving Supply, LLC",POLICE,02/15/2012,02/14/2013,$74465.34,$0.00,$74465.34
P519733:0,Copper Cable Service- Highlander,00012752,"Highlander Contracting Company, LLC",City-Wide,01/25/2012,01/24/2015,$400000.00,$0.00,$400000.00
P519734:0,Copper Cable Service:  James 1st Call,00024489,"James Communication, Inc",City-Wide,01/25/2012,01/24/2015,$600000.00,$0.00,$600000.00
P519736:0,delivery of nitrogen gas  -Airgas,00004880,"AIRGAS EAST, INC",FIRE,03/28/2012,03/27/2013,$600.00,$0.00,$600.00
P519741:0,OEM Parts and Service for A/C Shop Equipment,00000834,ferguson corporation,GENERAL SERVICES,03/28/2012,03/27/2013,$4999.00,$636.98,$4362.02
P519743:0,Nexplanon Birth Control,00008107,"Priority Healthcare Distribution, Inc dba CuraScript Specialty Distribution",HEALTH,03/28/2012,03/27/2013,$16250.00,$0.00,$16250.00
P519761:0,Provide Harrington Lever Hoist,00000171,ZENMAR POWER TOOL & HOIST SYSTEMS,PUBLIC WORKS,03/30/2012,03/29/2013,$8622.00,$0.00,$8622.00
P519797:0,Office Moving Services,00002287,"Walters Relocations, Inc.",City-Wide,04/30/2012,04/29/2015,$154462.50,$0.00,$154462.50
P519798:0,Mat Cleaning Services,00002381,Chesapeake Uniform,RECREATION & PARKS,04/09/2012,04/08/2013,$8441.16,$0.00,$8441.16
P519799:0,Hydrant Locks ,00007666,McGard LLC,PUBLIC WORKS,03/14/2012,02/10/2015,$100000.00,$0.00,$100000.00
P519800:0,Provide Shuttle Bus-Van Service,00002520,"STAR Associates, Inc",HOUSING & COMMUNITY DEVELOPMENT,04/01/2012,03/31/2013,$71175.00,$0.00,$71175.00
P519810:0,Hydrochloric Acid - Quarantine Road Landfil,00002138,Maryland Chemical Company,PUBLIC WORKS,05/06/2012,05/05/2013,$19000.00,$0.00,$19000.00
P519817:0,OEM Parts for Wenger Showmobile Mobile Stage,00004430,Wenger Corporation,GENERAL SERVICES,04/11/2012,04/10/2013,$20000.00,$0.00,$20000.00
P519823:0,Snow Contractors II,00002113,"A2Z Environmental, Group LLC",City-Wide,02/15/2012,04/30/2015,$50000.00,$0.00,$50000.00
P519824:0,Snow Contractors II,00003969,consolidated  services inc.,City-Wide,02/15/2012,04/30/2015,$50000.00,$0.00,$50000.00
P519826:0,Snow Contractors II,00020684,Unified Solutions Services LLC,City-Wide,02/15/2012,04/30/2015,$50000.00,$0.00,$50000.00
P519832:0,Fire Station Water Testing,00002782,"Microbac Laboratories, Inc.",FIRE,03/28/2012,03/27/2013,$2500.00,$1200.00,$1300.00
P519838:0,Weatherization HVAC -Coldspring,00003701,"Coldspring Co., Inc.",HOUSING & COMMUNITY DEVELOPMENT,04/15/2012,04/14/2015,$400000.00,$0.00,$400000.00
P519840:0,"Weatherization HVAC -Hawkeye Construction, LLC ",00009755,"Hawkeye Construction, LLC",HOUSING & COMMUNITY DEVELOPMENT,04/15/2012,04/14/2015,$400000.00,$0.00,$400000.00
P519846:0,"Street Tree Supply, Delivery, Planting & Maintenance Spring 2012 - 2014",00000261,"LORENZ, INC.",RECREATION & PARKS,04/04/2012,04/03/2014,$268703.00,$0.00,$268703.00
P519848:0,O.E.M Parts and Service for the Tandem Rite Touch Car Wash,00011899,WashTech,GENERAL SERVICES,04/01/2012,03/31/2015,$15000.00,$0.00,$15000.00
P519850:0,Sign & Marking Inks,00003460,MARTIN SUPPLY INC.,TRANSPORTATION,04/11/2012,04/10/2013,$15000.00,$0.00,$15000.00
P519858:0,O.E.M. Parts and Service for the SmartWash Storm Touchless Gantry Fleet Washer Car Wash,00007059,Myco Incorporated,GENERAL SERVICES,04/01/2012,03/31/2015,$15000.00,$0.00,$15000.00
P519868:0,Investigative Resource Software for Law ,00001554,West Publishing Corporation ,POLICE,03/21/2012,03/20/2015,$257220.00,$0.00,$257220.00
P519869:0,Provide Chlorination and De-Chlorination Parts and Service,00000539,"Kershner Environmental Technologies, LLC",PUBLIC WORKS,04/09/2012,04/07/2014,$200000.00,$0.00,$200000.00
P519895:0,Personal Property Billing System,00026191,"Tyler Technologies, Inc",FINANCE,04/01/2012,03/31/2015,$1345550.00,$0.00,$1345550.00
P519899:0,Gun Cleaning Supplies,00000022,"Lawmen's & Shooters' Supply, Inc.",POLICE,04/17/2012,04/16/2013,$13698.13,$0.00,$13698.13
